,Time,Status,ACErrorBF
0,24.572396278381348,3.0,0.0
1,41.65099573135376,3.0,0.0
2,62.7409827709198,3.0,0.0
3,68.76733446121216,3.0,0.0
4,80.82184505462646,3.0,0.0
5,114.97057461738586,3.0,0.0
6,188.2926950454712,3.0,0.0
7,224.45156049728394,3.0,0.0
8,241.52808785438538,3.0,0.0
9,244.53984236717224,3.0,0.0
10,308.82245540618896,3.0,0.0
11,368.0831048488617,3.0,0.0
12,432.3658072948456,3.0,0.0
13,472.54231119155884,3.0,0.0
14,535.8206322193146,3.0,0.0
15,634.2558145523071,3.0,0.0
16,750.7688307762146,3.0,0.0
17,761.8174388408661,3.0,0.0
18,767.8430016040802,3.0,0.0
19,768.8493821620941,3.0,0.0
20,822.0777311325073,3.0,0.0
21,881.3355801105499,3.0,0.0
22,913.4730794429779,3.0,0.0
23,921.5074553489685,3.0,0.0
24,938.58109998703,3.0,0.0
25,963.6906287670135,3.0,0.0
26,992.8168444633484,3.0,0.0
27,1046.0480425357819,3.0,0.0
28,1051.0704832077026,3.0,0.0
29,1082.205201625824,3.0,0.0
30,1087.2283124923706,3.0,0.0
31,1105.3061709403992,3.0,0.0
32,1131.420073747635,3.0,0.0
33,1191.6814334392548,3.0,0.0
34,1275.045271396637,3.0,0.0
35,1284.0843896865845,3.0,0.0
36,1296.1377024650574,3.0,0.0
37,1330.2872881889343,3.0,0.0
38,1369.457684993744,3.0,0.0
39,1377.4925966262817,3.0,0.0
40,1428.715339899063,3.0,0.0
41,1489.9823191165924,3.0,0.0
42,1549.2410476207733,3.0,0.0
43,1575.355812072754,3.0,0.0
44,1632.605800151825,3.0,0.0
45,1634.6146705150604,3.0,0.0
46,1641.6451044082642,3.0,0.0
47,1645.6625485420227,3.0,0.0
48,1657.715026140213,3.0,0.0
49,1719.9871497154236,3.0,0.0
50,1745.0970067977905,3.0,0.0
51,1747.105751991272,3.0,0.0
52,1755.1407234668732,3.0,0.0
53,1772.215324163437,3.0,0.0
54,1781.2548942565918,3.0,0.0
55,1794.311797618866,3.0,0.0
56,1819.4225273132324,3.0,0.0
57,1839.510085105896,3.0,0.0
58,1899.7738127708435,3.0,0.0
59,1909.8174796104431,3.0,0.0
60,1910.822022676468,3.0,0.0
61,1962.0459723472595,3.0,0.0
62,1966.0635268688202,3.0,0.0
63,2009.2532165050507,3.0,0.0
64,2029.3412935733795,3.0,0.0
65,2101.6579735279083,3.0,0.0
66,2203.1037673950195,3.0,0.0
67,2239.2620344161987,3.0,0.0
68,2278.433712720871,3.0,0.0
69,2282.451254606247,3.0,0.0
70,2364.812209367752,3.0,0.0
71,2390.926605939865,3.0,0.0
72,2408.001727581024,3.0,0.0
73,2420.0544662475586,3.0,0.0
74,2427.085130929947,3.0,0.0
75,2481.3225548267365,3.0,0.0
76,2510.450390100479,3.0,0.0
77,2514.4677307605743,3.0,0.0
78,2548.617347240448,3.0,0.0
79,2595.8242077827454,3.0,0.0
80,2610.889962911606,3.0,0.0
81,2719.366222858429,3.0,0.0
82,2817.7972662448883,3.0,0.0
83,2843.9111909866333,3.0,0.0
84,2894.129157066345,3.0,0.0
85,2896.1375510692596,3.0,0.0
86,2900.1551480293274,3.0,0.0
87,2933.2991378307343,3.0,0.0
88,3051.814795255661,3.0,0.0
89,3096.0071206092834,3.0,0.0
90,3107.055677652359,3.0,0.0
91,3140.19953417778,3.0,0.0
92,3261.7301013469696,3.0,0.0
93,3278.804450273514,3.0,0.0
94,3371.207668066025,3.0,0.0
95,3378.2381217479706,3.0,0.0
96,3443.522964954376,3.0,0.0
97,3470.641433238983,3.0,0.0
