,Time,NA1,NA2,L1Link,L2Link
48,382.53646516799927,0.0,0.0,263.0,242.0
49,387.55862379074097,0.0,0.0,255.0,249.0
50,398.60784363746643,0.0,0.0,263.0,241.0
51,420.7034821510315,0.0,0.0,256.0,249.0
52,427.73428201675415,0.0,0.0,264.0,239.0
53,432.75623893737793,0.0,0.0,256.0,249.0
54,437.7784411907196,0.0,0.0,263.0,242.0
55,442.80015754699707,0.0,0.0,258.0,245.0
56,447.8221528530121,0.0,0.0,259.0,245.0
57,458.87154746055603,0.0,0.0,264.0,240.0
58,460.87976002693176,0.0,0.0,264.0,240.0
59,464.89750695228577,0.0,0.0,264.0,240.0
60,468.91548466682434,0.0,0.0,264.0,241.0
61,470.923770904541,0.0,0.0,264.0,240.0
62,477.95461201667786,0.0,0.0,258.0,246.0
63,478.9595227241516,0.0,0.0,261.0,244.0
64,479.96343541145325,0.0,0.0,258.0,247.0
65,489.0035638809204,0.0,0.0,258.0,248.0
66,507.0819206237793,0.0,0.0,256.0,249.0
67,508.08631706237793,0.0,0.0,264.0,241.0
68,510.095276594162,0.0,0.0,263.0,242.0
69,515.1173691749573,0.0,0.0,258.0,247.0
70,529.179630279541,0.0,0.0,264.0,241.0
71,537.2141966819763,0.0,0.0,264.0,240.0
72,538.2195422649384,0.0,0.0,256.0,250.0
73,546.2547776699066,0.0,0.0,256.0,249.0
74,580.4023840427399,0.0,0.0,263.0,242.0
75,581.4063401222229,0.0,0.0,256.0,248.0
76,583.4152724742889,0.0,0.0,257.0,248.0
77,588.4364061355591,0.0,0.0,261.0,244.0
78,589.4411664009094,0.0,0.0,258.0,246.0
79,609.5272741317749,0.0,0.0,265.0,240.0
80,618.565402507782,0.0,0.0,256.0,249.0
81,625.5958278179169,0.0,0.0,262.0,243.0
82,638.6519913673401,0.0,0.0,263.0,241.0
83,655.725195646286,0.0,0.0,256.0,248.0
84,657.7339267730713,0.0,0.0,257.0,249.0
85,658.7383253574371,0.0,0.0,262.0,242.0
86,659.742990732193,0.0,0.0,258.0,248.0
87,673.8025779724121,0.0,0.0,262.0,243.0
88,675.8114321231842,0.0,0.0,264.0,242.0
89,676.8154006004333,0.0,0.0,257.0,249.0
90,678.8242301940918,0.0,0.0,256.0,249.0
91,691.8807549476624,0.0,0.0,263.0,242.0
92,696.9023540019989,0.0,0.0,258.0,247.0
93,702.9281420707703,0.0,0.0,260.0,244.0
94,736.0703070163727,0.0,0.0,258.0,247.0
95,739.0832810401917,0.0,0.0,260.0,245.0
96,761.1793928146362,0.0,0.0,256.0,249.0
97,763.1878583431244,0.0,0.0,256.0,248.0
98,788.2961690425873,0.0,0.0,255.0,249.0
99,794.3219027519226,0.0,0.0,255.0,249.0
100,806.373952627182,0.0,0.0,259.0,247.0
101,807.3784022331238,0.0,0.0,261.0,243.0
102,812.400173664093,0.0,0.0,262.0,243.0
103,833.4909865856171,0.0,0.0,257.0,249.0
104,836.5043323040009,0.0,0.0,262.0,243.0
105,853.5776987075806,0.0,0.0,263.0,241.0
106,858.5994958877563,0.0,0.0,256.0,249.0
107,859.6035454273224,0.0,0.0,265.0,241.0
108,868.6425099372864,0.0,0.0,255.0,249.0
109,871.6561844348907,0.0,0.0,263.0,243.0
110,877.6817185878754,0.0,0.0,260.0,245.0
111,886.7207913398743,0.0,0.0,262.0,241.0
112,891.7425055503845,0.0,0.0,257.0,249.0
113,897.7685203552246,0.0,0.0,256.0,250.0
